shape,changeType,blockNum,trialID,response,confidence,rt,subjectID,experimentName,experimentVersion,experimentTime,studyID,sessionID,browserName,browserVersion,displayWindowHeight,displayWindowWidth,displayScreenHeight,displayScreenWidth,change_key,gender,age,taskGuess,purposeGuess,commentText,totalTime,collapsedChange,correctAnswer,fullShapeName,responded_correctly,count,analysisChangeType
shape1,concave_area1,1,13,different,8,986.7,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,concave_area1,different,shape1_concave_area1,1,1,concave
catch_shape,no_change2,1,14,same,9,547.6,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,catch_shape_no_change2,1,1,none
shape5,concave_area1,1,15,different,2,1123.6,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,concave_area1,different,shape5_concave_area1,1,1,concave
shape8,no_change3,1,16,same,7,1744.3,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape8_no_change3,1,1,none
shape6,concave_nofill_area1,1,17,different,9,1032.7,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,concave_nofill_area1,different,shape6_concave_nofill_area1,1,1,concave_nofill
shape1,no_change5,2,18,same,6,962.7,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape1_no_change5,1,1,none
catch_shape,no_change3,2,19,same,9,1016.5,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,catch_shape_no_change3,1,1,none
shape8,no_change1,2,20,same,8,864.1,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape8_no_change1,1,1,none
shape5,concave_area2,2,21,different,8,924.2,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,concave_area2,different,shape5_concave_area2,1,1,concave
shape4,concave_area1,2,22,same,8,934.7,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,concave_area1,different,shape4_concave_area1,0,1,concave
shape2,concave_nofill_area2,2,23,different,8,894.5,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,concave_nofill_area2,different,shape2_concave_nofill_area2,1,1,concave_nofill
shape3,no_change2,2,24,same,7,1022.8,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape3_no_change2,1,1,none
shape6,no_change3,2,25,different,4,977.2,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape6_no_change3,0,1,none
shape7,concave_nofill_area2,2,26,different,9,862.1,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,concave_nofill_area2,different,shape7_concave_nofill_area2,1,1,concave_nofill
shape8,no_change5,3,27,same,8,1091.5,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape8_no_change5,1,1,none
shape5,no_change2,3,28,same,8,943.5,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape5_no_change2,1,1,none
shape6,no_change4,3,29,same,8,849.5,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape6_no_change4,1,1,none
shape3,convex_area1,3,30,different,2,1007.4,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,convex_area1,different,shape3_convex_area1,1,1,convex
shape2,no_change1,3,31,same,7,944.8,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape2_no_change1,1,1,none
catch_shape,change3,3,32,different,9,1837.9,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,change3,different,catch_shape_change3,1,1,none
shape4,convex_area1,3,33,same,6,1242.9,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,convex_area1,different,shape4_convex_area1,0,1,convex
shape7,no_change4,3,34,same,6,1061.7,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape7_no_change4,1,1,none
shape1,convex_area1,3,35,different,8,972.2,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,convex_area1,different,shape1_convex_area1,1,1,convex
shape7,concave_nofill_area1,4,36,different,9,1148.9,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,concave_nofill_area1,different,shape7_concave_nofill_area1,1,1,concave_nofill
shape1,no_change4,4,37,different,5,1034.0,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape1_no_change4,0,1,none
shape4,no_change6,4,38,same,9,940.4,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape4_no_change6,1,1,none
shape5,no_change5,4,39,same,6,519.7,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape5_no_change5,1,1,none
shape8,convex_area1,4,40,different,9,868.1,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,convex_area1,different,shape8_convex_area1,1,1,convex
catch_shape,no_change4,4,41,same,9,581.8,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,catch_shape_no_change4,1,1,none
shape3,concave_nofill_area1,4,42,different,8,1012.8,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,concave_nofill_area1,different,shape3_concave_nofill_area1,1,1,concave_nofill
shape2,no_change6,4,43,same,8,612.4,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape2_no_change6,1,1,none
shape6,concave_nofill_area2,4,44,different,9,814.6,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,concave_nofill_area2,different,shape6_concave_nofill_area2,1,1,concave_nofill
shape8,no_change2,5,45,same,8,976.5,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape8_no_change2,1,1,none
shape4,convex_area2,5,46,same,6,1284.9,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,convex_area2,different,shape4_convex_area2,0,1,convex
shape6,convex_area2,5,47,different,9,867.9,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,convex_area2,different,shape6_convex_area2,1,1,convex
shape3,convex_area2,5,48,same,5,736.2,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,convex_area2,different,shape3_convex_area2,0,1,convex
shape2,convex_area1,5,49,different,9,878.0,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,convex_area1,different,shape2_convex_area1,1,1,convex
shape1,no_change1,5,50,same,8,515.9,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape1_no_change1,1,1,none
catch_shape,change6,5,51,different,9,1120.2,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,change6,different,catch_shape_change6,1,1,none
shape7,no_change1,5,52,same,8,623.4,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape7_no_change1,1,1,none
shape5,convex_area2,5,53,different,9,979.6,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,convex_area2,different,shape5_convex_area2,1,1,convex
shape4,concave_area2,6,54,different,7,991.1,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,concave_area2,different,shape4_concave_area2,1,1,concave
shape3,no_change1,6,55,same,6,632.6,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape3_no_change1,1,1,none
shape6,no_change2,6,56,same,4,776.3,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape6_no_change2,1,1,none
shape7,convex_area1,6,57,different,7,909.2,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,convex_area1,different,shape7_convex_area1,1,1,convex
shape8,no_change6,6,58,same,8,456.2,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape8_no_change6,1,1,none
catch_shape,change5,6,59,different,9,854.0,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,change5,different,catch_shape_change5,1,1,none
shape5,convex_area1,6,60,different,9,809.9,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,convex_area1,different,shape5_convex_area1,1,1,convex
shape2,no_change2,6,61,same,8,563.9,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape2_no_change2,1,1,none
shape1,no_change6,6,62,same,7,460.6,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape1_no_change6,1,1,none
shape8,concave_nofill_area1,7,63,different,8,833.4,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,concave_nofill_area1,different,shape8_concave_nofill_area1,1,1,concave_nofill
shape2,no_change3,7,64,same,6,585.2,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape2_no_change3,1,1,none
catch_shape,no_change6,7,65,same,9,1646.8,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,catch_shape_no_change6,1,1,none
shape1,no_change2,7,66,same,8,477.6,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape1_no_change2,1,1,none
shape6,no_change5,7,67,same,8,776.0,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape6_no_change5,1,1,none
shape7,no_change6,7,68,same,8,610.9,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape7_no_change6,1,1,none
shape4,no_change3,7,69,same,9,1468.4,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape4_no_change3,1,1,none
shape3,concave_area2,7,70,different,6,934.7,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,concave_area2,different,shape3_concave_area2,1,1,concave
shape5,concave_nofill_area1,7,71,different,9,892.4,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,concave_nofill_area1,different,shape5_concave_nofill_area1,1,1,concave_nofill
shape6,convex_area1,8,72,different,9,913.0,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,convex_area1,different,shape6_convex_area1,1,1,convex
shape5,no_change3,8,73,same,8,477.7,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape5_no_change3,1,1,none
shape4,no_change1,8,74,same,8,1234.4,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape4_no_change1,1,1,none
catch_shape,no_change5,8,75,same,9,1565.7,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,catch_shape_no_change5,1,1,none
shape3,concave_area1,8,76,different,2,1652.2,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,concave_area1,different,shape3_concave_area1,1,1,concave
shape8,no_change4,8,77,same,8,1052.2,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape8_no_change4,1,1,none
shape2,concave_nofill_area1,8,78,different,1,1018.6,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,concave_nofill_area1,different,shape2_concave_nofill_area1,1,1,concave_nofill
shape1,concave_nofill_area2,8,79,different,3,1034.5,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,concave_nofill_area2,different,shape1_concave_nofill_area2,1,1,concave_nofill
shape7,no_change5,8,80,same,6,1465.5,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape7_no_change5,1,1,none
shape5,no_change6,9,81,same,8,437.2,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape5_no_change6,1,1,none
shape3,no_change6,9,82,same,8,542.9,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape3_no_change6,1,1,none
shape1,no_change3,9,83,same,8,466.7,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape1_no_change3,1,1,none
shape8,concave_area2,9,84,different,7,901.8,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,concave_area2,different,shape8_concave_area2,1,1,concave
shape6,no_change1,9,85,same,5,633.4,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape6_no_change1,1,1,none
shape4,concave_nofill_area1,9,86,different,9,853.2,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,concave_nofill_area1,different,shape4_concave_nofill_area1,1,1,concave_nofill
catch_shape,change4,9,87,different,9,860.0,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,change4,different,catch_shape_change4,1,1,none
shape7,concave_area1,9,88,same,2,1016.8,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,concave_area1,different,shape7_concave_area1,0,1,concave
shape2,convex_area2,9,89,different,9,875.9,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,convex_area2,different,shape2_convex_area2,1,1,convex
shape4,no_change2,10,90,same,8,458.3,5ea082891c8b44059965b6df,ducktruck,v001,967502.0,60e37abdc60a8398fd63c9e4,60ef2104f12d80a6b35c7d34,Chrome,91,677,1349,768,1366,q, -- select an option -- ,,Say whether an object changed shapes or not after it went behind a curtain.,No clue.,,972486.8,no_change,same,shape4_no_change2,1,1,none
